공고번호,축종,품종,털색,성별,중성화_여부,특징,접수일시,구조사유,발생장소,공고기간,관할보호센터명,보호장소,전화번호,관할기관,담당자,연락처,특이사항,url,url2
전북-익산-2022-00779,개,믹스견,흰색,수컷,아니오,생후45일정도 스피츠믹스개이며 작고순하며이쁘게생겼음,2022-06-22,황등면황등시장부근마을에서유기견어미개와살아옴구조요청,익산시황등면황등7길,2022-06-23 ~ 2022-07-04 ,익산유기동물보호소 ,전라북도 익산시 서동로42길 77 (용제동)  16통 1반 ,063-855-1214 ,전라북도 익산시  ,주온유 ,063-859-5769, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206222006978_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206222006978.jpg
충남-금산-2022-00058,개,믹스견,갈색,암컷,미상,갈색 믹스견,2022-06-22,유기견,남이면 매곡리1150,2022-06-23 ~ 2022-07-04 ,월드동물병원 ,충청남도 금산군 금산읍 비단로 102  103호 ,041-750-2584 ,충청남도 금산군  ,금산군 ,041-750-2584, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231306163_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231306163.jpeg
충남-서산-2022-00391,개,믹스견,흰색 갈색,암컷,미상,"입소시 6개월령 추정, 순함",2022-06-22,,팔봉면 호리2구 바닷가해변,2022-06-23 ~ 2022-06-30 ,서산시 동물보호센터 ,충청남도 서산시 인지면 무학재1길 99   ,041-660-2040 ,충청남도 서산시  ,신봉수 ,041-660-2040, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506538[1]_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506538[1].jpg
충남-서산-2022-00390,개,믹스견,흰색 갈색,암컷,미상,"입소시 6개월령 추정, 순함, 사람을 잘 따르는 듯함",2022-06-22,,팔봉면 호리2구 바닷가해변,2022-06-23 ~ 2022-06-30 ,서산시 동물보호센터 ,충청남도 서산시 인지면 무학재1길 99   ,041-660-2040 ,충청남도 서산시  ,신봉수 ,041-660-2040, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506288_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506288.jpg
충남-서산-2022-00389,개,믹스견,갈색,암컷,미상,"입소시 6개월령 추정, 순함, 사람 잘 따름",2022-06-22,,팔봉면 호리2구 바닷가해변,2022-06-23 ~ 2022-06-30 ,서산시 동물보호센터 ,충청남도 서산시 인지면 무학재1길 99   ,041-660-2040 ,충청남도 서산시  ,신봉수 ,041-660-2040, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506569_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506569.jpg
충남-공주-2022-00158,개,진도견,블랙탄,수컷,아니오,순함,2022-06-22,구왕리 마을에 돌아다니는 유기견을 포획 후 신고,계룡면 구왕리,2022-06-23 ~ 2022-07-06 ,공주시 동물보호소 ,충청남도 공주시 감영길 7 (반죽동)   ,041-853-7575 ,충청남도 공주시  ,축산유통팀 ,041-840-8877, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231006339_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231006339.png
충북-음성-2022-00152,개,믹스견,황색,암컷,아니오,온순함,2022-06-22,,금왕읍 시티프라디움 대로변,2022-06-23 ~ 2022-06-30 ,금왕동물병원 ,충청북도 음성군 금왕읍 대금로 1498 (금왕읍)  금왕동물병원 ,043-877-0763 ,충청북도 음성군  ,음성군 ,043-871-3722, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231606657_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231606657.jpg
충북-충주-2022-00175,개,믹스견,갈색,암컷,미상,"순함,파란목줄착용,사상충음성",2022-06-22,,노은면 마을회관 인근,2022-06-23 ~ 2022-06-30 ,충주시동물보호센터 ,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면)   ,043-851-3168 ,충청북도 충주시  ,충주시 ,043-850-5864, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206230806769_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206230806769.jpg
경기-포천-2022-00525,개,시베리안 허스키,흰/갈,암컷,미상,양귀쫑긋. 코분홍+갈색. 왼후지 며느리발톱. 애교많음/사람따름/활발. 꼬리단미안됨. 털상태 양호.,2022-06-22,,소흘읍 송우리 449-2 하이마트 송우점 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506135_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506135.jpg
경기-포천-2022-00524,개,포메라니안,흰,암컷,미상,분홍곰돌이푸우그림 옷. 코분홍+갈색. 양송곳니 치석. 사람따름/얌전. 꼬리단미안됨. 털때탐. 양슬개골.,2022-06-22,,소흘읍 태봉로 16 GS25편의점 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506687_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506687.jpg
경기-포천-2022-00522,개,믹스견,흰,암컷,미상,귀쫑긋. 코분홍+검정. 으르렁댐/소심/장밖으로 나오면 얌전/사람따름. 꼬리단미안됨. 털때탐.,2022-06-22,,내촌면 능곡청정길 34-15 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506508_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506508.jpg
경기-포천-2022-00520,개,믹스견,흰/갈,암컷,미상,앞니 영구치 나는중.흑색설사(코로나/파보: 음성). 여윔. 기력없음. 꼬리단미안됨. 털상태불량.,2022-06-22,,신북면 중앙로 295번길 44 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506795_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506795.jpg
경기-연천-2022-00264,개,믹스견,갈/검/흰,암컷,미상,양귀처짐. 코검정. 배부분 점있음. 사람좋아함/얌전. 꼬리단미안됨. 털때탐. 진드기오염.,2022-06-22,,미산면 유촌리 85 인근 농수로,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 연천군  ,유기동물담당 ,031-839-2326, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506546_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506546.jpg
경기-김포-2022-00456,개,믹스견,갈/검/흰,암컷,미상,초록바탕빨간줄무늬목줄.좌후지무릎아래부터절단/오래된듯.사람좋아함/얌전.칩있음.,2022-06-22,,통진읍 귀전리 242-1 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,경기도 김포시  ,김수연 ,031-980-2893, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506623_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506623.jpg
경기-김포-2022-00455,개,푸들,갈,수컷,아니오,코갈색.털이길어눈이안보임.양송곳니치석.사람따름/얌전.꼬리단미안됨.양슬개골심함.양후지파행.,2022-06-22,,월곶면 김포대학로 78 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,경기도 김포시  ,김수연 ,031-980-2893, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506135_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506135.jpg
경기-수원-2022-00383,개,요크셔 테리어,은회색,수컷,예,내장칩있으나 조회되지 않는 번호임,2022-06-22,,장안구 상률로46번길 3 인근(밤밭청개구리공원내),2022-06-23 ~ 2022-07-04 ,수원시 동물보호센터 ,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터)  하동 40-10 ",031-228-3557 ,경기도 수원시  ,수원시 ,031-228-3162, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231106347_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231106347.jpeg
대전-대덕-2022-00147,개,믹스견,백색,암컷,미상,22-146-147 동시구조 후 선비동물병원 입원,2022-06-22,,읍내동 읍내4거리 주변,2022-06-23 ~ 2022-07-04 ,대전동물보호센터 ,대전광역시 유성구 금남구즉로 1234 (금고동)  대전광역시 동물보호센터 ,042-825-1118 ,대전광역시 대덕구  ,대덕구 ,042-608-6951, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206230906169_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206230906169.jpg
대전-대덕-2022-00146,개,믹스견,황색,암컷,미상,"22-146,22-147 동시구조 후 선비동물병원 입원",2022-06-22,,읍내동 읍내4거리 주변,2022-06-23 ~ 2022-07-04 ,대전동물보호센터 ,대전광역시 유성구 금남구즉로 1234 (금고동)  대전광역시 동물보호센터 ,042-825-1118 ,대전광역시 대덕구  ,대덕구 ,042-608-6951, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206230906323_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206230906323.jpg
인천-계양-2022-00288,개,믹스견,백색,수컷,아니오,포획트랩으로 포획,2022-06-22,,계양구청(다남동 103-41),2022-06-23 ~ 2022-07-04 ,신영재동물병원 ,인천광역시 계양구 장제로 923 (병방동)   ,032-552-0075 ,인천광역시 계양구  ,계양구 ,032-450-6844, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206222306784_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206222306784.jpeg
인천-남동-2022-00281,개,비글,갈/흰,암컷,미상,칩있음,2022-06-22,,남동구 경원대로 971,2022-06-23 ~ 2022-07-04 ,인천광역시수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 남동구  ,남동구 ,032-453-6094, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231306736_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231306736.jpg
인천-남동-2022-00280,개,진도견,흰색,수컷,아니오,목덜미 동그랗게 털빠짐,2022-06-22,,남동구 서창동 547-3,2022-06-23 ~ 2022-07-04 ,인천광역시수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 남동구  ,남동구 ,032-453-6094, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231306991_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231306991.jpg
인천-미추홀-2022-00261,개,말티즈,흰색,수컷,아니오,하늘색하네스,2022-06-22,,미추홀구 주안역 1번출구,2022-06-23 ~ 2022-07-04 ,인천광역시 수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 미추홀구  ,미추홀구 ,032-880-4383, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231306538_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231306538.jpg
대구-달서-2022-00219,개,말티즈,흰색,수컷,아니오,"귀 분홍 염색, 등록견",2022-06-22,,성당시장 부근,2022-06-23 ~ 2022-07-04 ,대구유기동물보호협회 ,대구광역시 동구 금강로 151-13 (금강동)   ,053-964-6258 ,대구광역시 달서구  ,동물등록담당자 ,053-667-2692, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231006778_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231006778.jpg
대구-북구-2022-00181,개,푸들,갈색,암컷,미상,털이 지저분함,2022-06-22,,산격2동 주민센터,2022-06-23 ~ 2022-07-04 ,대구유기동물보호협회 ,대구광역시 동구 금강로 151-13 (금강동)   ,053-964-6258 ,대구광역시 북구  ,도유경 ,053-665-3192, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206230906325_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206230906325.jpg
부산-금정-2022-00199,개,믹스견,흰색,수컷,아니오,"순함, 겁이많음",2022-06-22,,노포지하철역 1번출구,2022-06-23 ~ 2022-07-04 ,누리동물병원 ,부산광역시 해운대구 송정2로13번길 46 (송정동)   ,051-701-7599 ,부산광역시 금정구  ,김소연 ,051-519-4477, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231106368_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231106368.jpg
부산-북구-2022-00230,개,비숑 프리제,"흰,황",암컷,아니오,"온순하고사람을잘따름,활발함,눈물자국이심함.",2022-06-22,,낙동대로1694번나길 24,2022-06-23 ~ 2022-07-04 ,부산동물보호센터 ,부산광역시 강서구 맥도강변길 752-15 (대저2동)   ,051-832-7119 ,부산광역시 북구  ,노가영 ,051-309-4651, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506918_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506918.jpg
부산-북구-2022-00229,개,푸들,"흰,황",수컷,아니오,"온순하고사람을잘따름,활발함,털관리가안되어있음.",2022-06-22,,낙동대로1964번나길 24,2022-06-23 ~ 2022-07-04 ,부산동물보호센터 ,부산광역시 강서구 맥도강변길 752-15 (대저2동)   ,051-832-7119 ,부산광역시 북구  ,노가영 ,051-309-4651, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506804_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506804.jpg
부산-동래-2022-00130,개,혼합,갈색,수컷,아니오,예민함,2022-06-22,,금정마을로 135-9 동래 래미안 아파트 부근,2022-06-23 ~ 2022-07-04 ,누리동물병원 ,부산광역시 해운대구 송정2로13번길 46 (송정동)  누리동물병원 ,051-701-7599 ,부산광역시 동래구  ,동래구 ,051-550-4915, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231006167_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231006167.jpg
서울-송파-2022-00073,개,푸들,갈,수컷,예,백내장. 눈물자국. 코갈색. 사람따름/얌전. 꼬리단미안됨. 털때탐.,2022-06-22,,충민로 172 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,서울특별시 송파구  ,원은실 ,02-2147-2835, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506672_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506672.jpg
서울-강남-2022-00066,개,믹스견,갈/흰,수컷,아니오,양귀처짐. 코검정. 양후지며느리발톱. 사람좋아함/얌전. 꼬리단미안됨. 털때탐.,2022-06-22,,선릉로 116길 8 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)  한국동물구조관리협회 ,031-867-9119 ,서울특별시 강남구  ,정복원 ,02-3423-5508, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506507_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506507.jpg
서울-금천-2022-00061,개,믹스견,갈/검/흰,수컷,아니오,양귀쫑긋. 코검정. 배부분 점있음. 사람따름/얌전. 꼬리단미안됨. 털때탐.,2022-06-22,,가산동 140-6 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,서울특별시 금천구  ,생활유통팀 ,02-2627-1313, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506964_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506964.jpg
서울-구로-2022-00075,개,라브라도 리트리버,갈,암컷,미상,사슬목걸이. 코갈색. 짖음/으르렁댐/달래면 얌전. 꼬리단미안됨. 털상태 양호. 칩있음.,2022-06-22,,연동로 169 일대,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,서울특별시 구로구  ,질병관리과 ,02-860-2428, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231406970_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231406970.jpg
서울-구로-2022-00074,개,라브라도 리트리버,갈,수컷,아니오,사슬목걸이. 코갈색. 사람좋아함. 꼬리단미안됨. 털상태 양호. 칩있음.,2022-06-22,,연동로 169 일대,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,서울특별시 구로구  ,질병관리과 ,02-860-2428, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/20220623140656_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/20220623140656.jpg
서울-강서-2022-00084,개,푸들,흰,수컷,아니오,코검정. 겁많음/소심/사람따름. 꼬리단미됨. 털때탐. 외이염. 왼슬개골. 피부질환. 백내장.,2022-06-22,,화곡동 391-70 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)  한국동물구조관리협회 ,031-867-9119 ,서울특별시 강서구  ,동물보호팀 ,02-2600-6272, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231406306_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231406306.jpg
서울-서대문-2022-00046,개,믹스견,갈/검/흰,암컷,미상,양귀쫑긋. 코검정. 오른송곳니 깨짐. 겁많음/소심/사람조금 따르는듯. 꼬리단미안됨. 털때탐.,2022-06-22,,연희로 41길 173 금송힐스빌 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,서울특별시 서대문구  ,오제원 ,02-330-4373, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506264_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506264.jpg
서울-용산-2022-00101,개,시츄,"흰색, 갈색",수컷,예,없음,2022-06-22,,용산경찰서 후문 부근,2022-06-23 ~ 2022-07-04 ,열린동물병원 ,서울특별시 용산구 원효로2가  84-10 ,02-3273-0075 ,서울특별시 용산구  ,안지영 ,02-2199-8054, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206221906560_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206221906560.jpg
서울-종로-2022-00079,개,푸들,갈,수컷,예,검정 사슬목줄 같이옴.코갈색.전신미용흔적.사람따름/잘 안김/겁있음.단미됨.외이염.,2022-06-22,,창신동 492-1 동대문역 인근,2022-06-23 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,서울특별시 종로구  ,강대봉 ,02-2148-2265, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506949_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231506949.jpg
경남-창원1-2022-00264,개,라브라도 리트리버,검정색,수컷,아니오,L-6-1-19 검정색. 4개월추정. 너무 귀여운 덩치큰애기~ 주인분~빨리오세요~~~발바닥 너무 귀여움.,2022-06-22,,의창구 대산면 유등로 372번길 43-7 부근 수로,2022-06-22 ~ 2022-07-01 ,창원유기동물보호소 ,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터)  축산과 ",055-225-5701 ,경상남도 창원시 의창성산구  ,창원의창선산구 ,055-225-5701, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206221706240[1]_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206221706240[1].jpg
경남-하동-2022-00138,개,믹스견,검정색,수컷,아니오,순함,2022-06-22,유기견 포획,경상남도 하동군 북천면 기동이촌길 72-7,2022-06-22 ~ 2022-07-04 ,하동군유기동물보호소 ,경상남도 하동군 적량면 한옥정길 90 (적량면)  유기동물보호소 ,055-880-2677 ,경상남도 하동군  ,하동군 ,055-880-2677, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206221606443_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206221606443.jpg
경남-하동-2022-00137,개,믹스견,흰색,수컷,아니오,순함,2022-06-22,유기견 포획,경상남도 하동군 북천면 기동이촌길 72-7,2022-06-22 ~ 2022-07-04 ,하동군유기동물보호소 ,경상남도 하동군 적량면 한옥정길 90 (적량면)  유기동물보호소 ,055-880-2677 ,경상남도 하동군  ,하동군 ,055-880-2677, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220622160608_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220622160608.jpg
경남-하동-2022-00136,개,믹스견,흰색,수컷,아니오,순함,2022-06-22,유기견 포획,경상남도 하동군 북천면 기동이촌길 72-7,2022-06-22 ~ 2022-07-04 ,하동군유기동물보호소 ,경상남도 하동군 적량면 한옥정길 90 (적량면)  유기동물보호소 ,055-880-2677 ,경상남도 하동군  ,하동군 ,055-880-2677, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206221606796_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206221606796.jpg
경남-창녕-2022-00476,개,믹스견,흰색,암컷,아니오,최근 유기 된듯함,2022-06-22,,대합면 월계,2022-06-22 ~ 2022-07-04 ,창녕 유기동물보호소 ,경상남도 창녕군 고암면 창밀로 335-26 (고암면)  고암면 억만리 28 ,010-5488-5003 ,경상남도 창녕군  ,창녕군 ,055-530-6103, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206222306615_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206222306615.jpg
경남-창녕-2022-00475,개,믹스견,검정,암컷,아니오,최근 유기 된듯함,2022-06-22,,대합면 월계,2022-06-22 ~ 2022-07-04 ,창녕 유기동물보호소 ,경상남도 창녕군 고암면 창밀로 335-26 (고암면)  고암면 억만리 28 ,010-5488-5003 ,경상남도 창녕군  ,창녕군 ,055-530-6103, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206222306901_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206222306901.jpg
경남-창녕-2022-00474,개,믹스견,흰색,암컷,아니오,최근 유기 된듯함,2022-06-22,,대합면 월계,2022-06-22 ~ 2022-07-04 ,창녕 유기동물보호소 ,경상남도 창녕군 고암면 창밀로 335-26 (고암면)  고암면 억만리 28 ,010-5488-5003 ,경상남도 창녕군  ,창녕군 ,055-530-6103, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206222206574_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206222206574.jpg
경남-함안-2022-00238,개,말라뮤트,회색,암컷,아니오,"입양전제 임시보호중, 목줄착용,온순함",2022-06-22,,함안군 가야읍 한국전력 도로변,2022-06-22 ~ 2022-07-04 ,함안군유기동물보호소 ,경상남도 함안군 가야읍 함안대로 755   ,010-6248-2131 ,경상남도 함안군  ,함안군 ,055-580-4394, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206221206588_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206221206588.jpg
경남-거제-2022-00535,개,말티즈,흰색,암컷,미상,"나이많음,순함",2022-06-22,유기견발생,거제면 시장내 주택가,2022-06-22 ~ 2022-07-04 ,거제시유기동물보호소 ,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장)  거제시유기동물보호소 ",055-639-6368 ,경상남도 거제시  ,김부근 ,055-639-6366, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206221206818[1]_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206221206818[1].jpg
경남-거제-2022-00534,개,말티즈,흰색,암컷,미상,"나이많음,순함",2022-06-22,유기견발생,거제면 시장내 주택가,2022-06-22 ~ 2022-07-04 ,거제시유기동물보호소 ,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장)  거제시유기동물보호소 ",055-639-6368 ,경상남도 거제시  ,김부근 ,055-639-6366, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206221306327_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206221306327.jpg
경남-밀양-2022-00961,개,믹스견,초코탄,수컷,아니오,목줄착용/ 눈이 크고 예쁜 아이,2022-06-22,,산외,2022-06-22 ~ 2022-07-04 ,밀양시동물보호센터 ,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍)   ,010-5656-6665 ,경상남도 밀양시  ,밀양시 ,055-359-7186, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206222306664_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206222306664.jpg
