공고번호,축종,품종,털색,성별,중성화_여부,특징,접수일시,구조사유,발생장소,공고기간,관할보호센터명,보호장소,전화번호,관할기관,담당자,연락처,특이사항,url,url2
경기-구리-2022-00149,고양이,한국 고양이,갈/흰,암컷,미상,구리시반려동물 문화센터 보호중. 눈곱. 콧물. 털상태 양호.,2022-06-23,,아차산로 413번길 12 인근,2022-06-24 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,경기도 구리시  ,구리시 ,031-550-2315, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241706735[1]_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241706735[1].jpg
경기-수원-2022-00385,고양이,한국 고양이,치즈,수컷,아니오,교통사고 추정으로 입소 후 응급처치 등,2022-06-23,,장안구 수일로191번길 84,2022-06-24 ~ 2022-07-04 ,수원시 동물보호센터 ,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터)  하동 40-10 ",031-228-3557 ,경기도 수원시  ,수원시 ,031-228-3162, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241006541_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241006541.jpeg
울산-울주-2022-00437,고양이,한국 고양이,고등어무늬,미상,아니오,경계심 있음/기력없음-빈혈/진드기/결막염/병원진료후 입소,2022-06-23,,범서읍 관문로 517,2022-06-24 ~ 2022-07-04 ,울산유기동물보호센터 ,울산광역시 울주군 온양읍 발리  1144 ,052-238-6113 ,울산광역시 울주군  ,김은지 ,052-204-1635, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241106965[1]_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241106965[1].jpg
울산-울주-2022-00436,고양이,한국 고양이,치즈,미상,아니오,경계심 심함/하악질 함/약간 결막염,2022-06-23,,청량읍 개산마을 동리용산길 82-41,2022-06-24 ~ 2022-07-04 ,울산유기동물보호센터 ,울산광역시 울주군 온양읍 발리  1144 ,052-238-6113 ,울산광역시 울주군  ,김은지 ,052-204-1635, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241106921_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241106921.jpg
울산-울주-2022-00435,고양이,한국 고양이,검정/흰색,미상,아니오,경계심 심함/하악질 함/약간 결막염,2022-06-23,,청량읍 개산마을 동리용산길 82-41,2022-06-24 ~ 2022-07-04 ,울산유기동물보호센터 ,울산광역시 울주군 온양읍 발리  1144 ,052-238-6113 ,울산광역시 울주군  ,김은지 ,052-204-1635, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241106339_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241106339.jpg
울산-북구-2022-00167,고양이,한국 고양이,검정/흰색/갈색,암컷,아니오,구더기 심함/병원 진료 후 입소,2022-06-23,,정자3길 5-3,2022-06-24 ~ 2022-07-04 ,울산유기동물보호센터 ,울산광역시 울주군 온양읍 화산발리로 543   ,052-238-6113 ,울산광역시 북구  ,차희영 ,052-241-8085, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241106663_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241106663.jpg
인천-부평-2022-00458,고양이,한국 고양이,치즈,미상,아니오,30일령,2022-06-23,,갈산동 175-5,2022-06-24 ~ 2022-07-04 ,짱구네동물병원 ,인천광역시 부평구 평천로 356 (갈산동)   ,032-511-5515 ,인천광역시 부평구  ,장상규 ,032-509-6554, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231806462_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231806462.jpg
인천-남동-2022-00283,고양이,페르시안,흰색,수컷,아니오,"꼬리쪽미용,페르시안혹은터키시앙고라추정",2022-06-23,,남동구 용천로 176번길 85-25,2022-06-24 ~ 2022-07-04 ,인천광역시수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 남동구  ,남동구 ,032-453-6094, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241206968_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241206968.jpg
인천-남동-2022-00282,고양이,한국 고양이,갈/흰,미상,아니오,후송중사망,2022-06-23,,남동구 논현동 775,2022-06-24 ~ 2022-07-04 ,인천광역시수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 남동구  ,남동구 ,032-453-6094, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241206503_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241206503.jpg
인천-미추홀-2022-00262,고양이,샴,갈/검,암컷,아니오,몸을일으키지못함,2022-06-23,,미추홀구 미추홀대로 575번길 66,2022-06-24 ~ 2022-07-04 ,인천광역시 수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 미추홀구  ,미추홀구 ,032-880-4383, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241206511_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241206511.jpg
대구-달서-2022-00223,고양이,한국 고양이,검정+흰색,미상,미상,주인사망후 입소,2022-06-23,,월성 주공 2단지,2022-06-24 ~ 2022-07-04 ,대구유기동물보호협회 ,대구광역시 동구 금강로 151-13 (금강동)   ,053-964-6258 ,대구광역시 달서구  ,동물등록담당자 ,053-667-2692, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241106914_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241106914.jpg
대구-달서-2022-00222,고양이,한국 고양이,삼색,암컷,아니오,"어미분리자묘,호흡기질환,결막염,탈수, 탈진",2022-06-23,,월배 아이파크,2022-06-24 ~ 2022-07-04 ,대구유기동물보호협회 ,대구광역시 동구 금강로 151-13 (금강동)   ,053-964-6258 ,대구광역시 달서구  ,동물등록담당자 ,053-667-2692, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241106516_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241106516.jpg
대구-달서-2022-00221,고양이,한국 고양이,노랑,암컷,아니오,"어미분리 자묘, 탈수",2022-06-23,,상서 고등,2022-06-24 ~ 2022-07-04 ,대구유기동물보호협회 ,대구광역시 동구 금강로 151-13 (금강동)   ,053-964-6258 ,대구광역시 달서구  ,동물등록담당자 ,053-667-2692, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241106352_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241106352.jpg
대구-북구-2022-00183,고양이,한국 고양이,회색,암컷,아니오,"어미분리 자묘,저체온증, 탈수, 탈진, 상태 나쁨",2022-06-23,,학정로 551,2022-06-24 ~ 2022-07-04 ,대구유기동물보호협회 ,대구광역시 동구 금강로 151-13 (금강동)   ,053-964-6258 ,대구광역시 북구  ,도유경 ,053-665-3192, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241006990_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241006990.jpg
대구-북구-2022-00182,고양이,샴,회백색,암컷,미상,"심각한 탈수, 탈진, 몸 가누지 못함, 이름표 달고 있음",2022-06-23,,연암로 143-6,2022-06-24 ~ 2022-07-04 ,대구유기동물보호협회 ,대구광역시 동구 금강로 151-13 (금강동)   ,053-964-6258 ,대구광역시 북구  ,도유경 ,053-665-3192, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241006524_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241006524.jpg
부산-사상-2022-00162,고양이,한국 고양이,노흰,미상,미상,"사상구-162 노흰&어미없음,젖먹이,눈병,허약,탈진 (3개월미만 추정)",2022-06-23,,새벽로 232번길 23,2022-06-24 ~ 2022-07-04 ,유기동물및동물보호협 ,부산광역시 강서구 가락대로1283번길 25-2 (봉림동)   ,051-971-6208 ,부산광역시 사상구  ,여선희 ,051-310-4781, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241806259_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241806259.jpg
부산-사상-2022-00161,고양이,한국 고양이,검흰,미상,미상,"사상구-161 검흰&어미없음,젖먹이,허약,탈진(3개월미만 추정)",2022-06-23,,덕상로 16,2022-06-24 ~ 2022-07-04 ,유기동물및동물보호협 ,부산광역시 강서구 가락대로1283번길 25-2 (봉림동)   ,051-971-6208 ,부산광역시 사상구  ,여선희 ,051-310-4781, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241706731_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241706731.jpg
부산-해운대-2022-00215,고양이,믹스묘,흰색+검정색,암컷,미상,"기립불능, 사고의심. 기력매우 저하, 흰색+검정색",2022-06-23,,중동 742-4 스무고개 가게 근처,2022-06-24 ~ 2022-07-04 ,누리동물병원 ,부산광역시 해운대구 송정2로13번길 46 (송정동)   ,051-701-7599 ,부산광역시 해운대구  ,손수익 ,051-749-5681, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241106310_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241106310.jpg
부산-해운대-2022-00214,고양이,믹스묘,흰색+검정색,수컷,아니오,"3개월미만 추정, 영양상태 불량, 기력저하, 보행이상, 흰색+검정색",2022-06-23,,반여1동 신동아 아파트 등산로 입구,2022-06-24 ~ 2022-07-04 ,누리동물병원 ,부산광역시 해운대구 송정2로13번길 46 (송정동)   ,051-701-7599 ,부산광역시 해운대구  ,손수익 ,051-749-5681, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241106315_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241106315.jpg
부산-북구-2022-00235,고양이,한국 고양이,검흰황,미상,아니오,"항문돌출증,온순하고친화력이좋음,기력없음,북구2-100호",2022-06-23,,의성로122번길 38,2022-06-24 ~ 2022-07-04 ,부산동물보호센터 ,부산광역시 강서구 맥도강변길 752-15 (대저2동)   ,051-832-7119 ,부산광역시 북구  ,노가영 ,051-309-4651, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241506863_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241506863.jpeg
부산-부산진-2022-00179,고양이,한국 고양이,흰검,미상,미상,"흰검&어미없음,젖먹이,허약,탈진",2022-06-23,,부산진구 가야대로 772,2022-06-24 ~ 2022-07-04 ,동물보호관리협회 ,부산광역시 강서구 가락대로1283번길 25-2 (봉림동)   ,051-971-6208 ,부산광역시 부산진구  ,부산진구청 ,051-605-4474, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206240906569_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206240906569.jpg
부산-동구-2022-00057,고양이,한국 고양이,"흰색, 검정",암컷,아니오,"2개월령 추정, 결막염, 어미잃음",2022-06-23,,동구 초량상로 91,2022-06-24 ~ 2022-07-04 ,사단법인 하얀비둘기 ,부산광역시 강서구 제도로 726 (강동동)   ,051-293-9779 ,부산광역시 동구  ,나선임 ,051-440-4521, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220624110699_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220624110699.jpg
부산-동구-2022-00056,고양이,한국 고양이,"노랑,흰색",암컷,아니오,많이 허약함,2022-06-23,,동구 초량로36 성원김초밥 앞 주차장,2022-06-24 ~ 2022-07-04 ,사단법인 하얀비둘기 ,부산광역시 강서구 제도로 726 (강동동)   ,051-293-9779 ,부산광역시 동구  ,나선임 ,051-440-4521, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241106203_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241106203.jpg
서울-동작-2022-00101,고양이,한국 고양이,흰색 검정색반점,수컷,아니오,설사 구토 꼬리짧음,2022-06-23,,노량진1동 232-5,2022-06-24 ~ 2022-07-04 ,디아크동물종합병원 ,서울특별시 동작구 장승배기로27길 18 (노량진동)   ,02-816-7582 ,서울특별시 동작구  ,고민정 ,02-820-1600, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206232006749_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206232006749.jpg
서울-동작-2022-00102,고양이,한국 고양이,검정색,암컷,아니오,설사및 탈수,2022-06-23,,노량진1동 232-5,2022-06-24 ~ 2022-07-04 ,디아크동물종합병원 ,서울특별시 동작구 장승배기로27길 18 (노량진동)   ,02-816-7582 ,서울특별시 동작구  ,고민정 ,02-820-1600, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206232006362_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206232006362.jpg
서울-은평-2022-00127,고양이,한국 고양이,검/흰,암컷,미상,눈곱. 콧물. 코검정. 입주위 혈흔. 기침. 기력없음. 털때탐.,2022-06-23,,대조동 91-20 인근,2022-06-24 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-48   ,031-867-9119 ,서울특별시 은평구  ,이지현 ,02-351-6842, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241506301_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206241506301.jpg
서울-노원-2022-00065,고양이,한국 고양이,갈/흰,암컷,미상,눈곱. 콧물. 코분홍. 설사(범백: 양성). 털때탐.,2022-06-23,,동일로 180길 19-10 인근,2022-06-24 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-868-2851 ,서울특별시 노원구  ,민유민 ,02-2116-4268, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241506837_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241506837.jpg
서울-중구-2022-00044,고양이,한국 고양이,갈/검/흰,암컷,미상,눈곱. 콧물. 코분홍. 앞니 여럿 빠짐/구강질환. 기력없음. 기립불능. 저체온. 여윔. 털때탐.,2022-06-23,,소공로 6길 32-4 인근,2022-06-24 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,서울특별시 중구  ,중구 ,02-3396-5073, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241506591_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206241506591.jpg
서울-중구-2022-00043,고양이,터키시 앙고라,흰,수컷,예,눈곱/우안심함. 콧물. 코분홍. 몸 곳곳 털뭉침. 기력없음. 양후지마비. 사람따름/얌전. 털때탐.,2022-06-23,,신당동 844-5 중구 청소년센터 인근,2022-06-24 ~ 2022-07-04 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,서울특별시 중구  ,중구 ,02-3396-5073, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220624150634_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220624150634.jpg
경남-거제-2022-00542,고양이,한국 고양이,"연갈색,흰색",미상,아니오,허피스,2022-06-23,유기묘발생,문동 아이파크`차 놀이터 앞,2022-06-23 ~ 2022-07-04 ,거제시유기동물보호소 ,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장)  거제시유기동물보호소 ",055-639-6368 ,경상남도 거제시  ,김부근 ,055-639-6366, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220623100679_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220623100679.jpg
경남-통영-2022-00213,고양이,믹스묘,"검정색, 흰색",미상,미상,"생후 2개월 추정(2022.06.23 기준), 겁이 많음",2022-06-23,,정량동 삼화페인트 앞,2022-06-23 ~ 2022-07-04 ,통영시동물보호센터 ,경상남도 통영시 광도면 전두1길 9-8   ,055-650-6253 ,경상남도 통영시  ,정소연 ,055-650-6253, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231706649_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231706649.jpg
경북-경산-2022-00418,고양이,한국 고양이,고등어 태비,암컷,아니오,"생후 40일령 추정, 원룸 인근 폐자재 밑에서 구조",2022-06-23,,진량 평사리,2022-06-23 ~ 2022-07-04 ,경산시유기동물보호소 ,경상북도 경산시 용성면 사양지길 95 (용성면)   ,010-2536-0955 ,경상북도 경산시  ,안광희 ,053-810-6744, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206232206730_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206232206730.jpg
경북-문경-2022-00225,고양이,한국 고양이,삼색,암컷,아니오,40일령 새끼 두마리 함께,2022-06-23,,영강교인근,2022-06-23 ~ 2022-06-30 ,종합가축병원 ,경상북도 문경시 중앙로 170 (흥덕동)  종합가축병원 ,054-552-2233 ,경상북도 문경시  ,문경시 유통축산과 ,054-550-6282, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231606503_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231606503.jpg
경북-문경-2022-00224,고양이,한국 고양이,"황,흔색",수컷,아니오,40일령 새끼 두마리 함께,2022-06-23,,영강교인근,2022-06-23 ~ 2022-06-30 ,종합가축병원 ,경상북도 문경시 중앙로 170 (흥덕동)  종합가축병원 ,054-552-2233 ,경상북도 문경시  ,문경시 유통축산과 ,054-550-6282, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231606283_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231606283.jpg
경북-문경-2022-00222,고양이,한국 고양이,삼색,암컷,아니오,40일령 새끼이나 경계심이 많음,2022-06-23,,산양봉정,2022-06-23 ~ 2022-06-30 ,종합가축병원 ,경상북도 문경시 중앙로 170 (흥덕동)  종합가축병원 ,054-552-2233 ,경상북도 문경시  ,문경시 유통축산과 ,054-550-6282, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206230806911_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206230806911.jpg
경북-경주-2022-00652,고양이,한국 고양이,흰색,수컷,아니오,"발톱 넣을 줄 모름,허피스,기운없음",2022-06-23,,내남면 명계리 107-24,2022-06-23 ~ 2022-07-04 ,경주동물사랑보호센터 ,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터 ,010-8889-2883 ,경상북도 경주시  ,경주시 ,054-760-2883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231606769_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231606769.jpg
경북-포항-2022-00589,고양이,한국 고양이,황백,암컷,아니오,"3개월, 허피스로 상태 많이 안좋음, 기력없고 간식도 먹지않음, 잠만 자는 중..",2022-06-23,,경상북도 포항시 북구 새천년대로 560 인성병원 부근,2022-06-23 ~ 2022-07-03 ,영일동물플러스 ,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍)   ,054-262-8295 ,경상북도 포항시  ,이형석 ,054-270-3368, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220623160634_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220623160634.jpg
전남-장성-2022-00231,고양이,한국 고양이,삼색이,미상,아니오,기력없는 새끼고양이 구조. 마르고 기력이 없음. 귀여운 아깽이의 가족이 되어주세요.,2022-06-23,,장성군 보건소 근처,2022-06-23 ~ 2022-07-04 ,장성군동물보호센터 ,전라남도 장성군 삼서면 대중길 29-27   ,010-6484-2949 ,전라남도 장성군  ,동물보호담당자 ,061-390-8425, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506944_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506944.jpg
전남-장성-2022-00230,고양이,한국 고양이,고등어,미상,아니오,제 이름은 파이에요. 하천 파이프위에 홀로 위태롭게 있다 구조되었어요. 가족이 되어주세요.,2022-06-23,,장성읍 영천리,2022-06-23 ~ 2022-07-04 ,장성군동물보호센터 ,전라남도 장성군 삼서면 대중길 29-27   ,010-6484-2949 ,전라남도 장성군  ,동물보호담당자 ,061-390-8425, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506895_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231506895.jpg
전남-순천-2022-00344,고양이,한국 고양이,고등어(흰+다갈),미상,아니오,"겁이 많음, 약간 허피스",2022-06-23,조례못등길 53,조례못등길 53,2022-06-23 ~ 2022-07-04 ,대한동물사랑협회 ,전라남도 순천시 상사면 민속마을길 978 (상사면)  . ,061-755-7547 ,전라남도 순천시  ,순천시 ,061-749-3094, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231206522_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206231206522.jpg
전남-여수-2022-00357,고양이,한국 고양이,흰회색,수컷,아니오,온순하며 애교 많음. 관리 된 듯.,2022-06-23,유기묘 보호,웅천동 캐슬스타 상가내,2022-06-23 ~ 2022-07-04 ,유기동물보호소 ,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터)  여수시 유기동물보호소 ",061-659-4429 ,전라남도 여수시  ,축산정책팀 ,061-659-4429, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231606394_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231606394.jpg
전남-여수-2022-00355,고양이,페르시안,흰색,수컷,미상,온순함.,2022-06-23,유기묘 보호,상암동 상암초 인근,2022-06-23 ~ 2022-07-04 ,유기동물보호소 ,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터)  여수시 유기동물보호소 ",061-659-4429 ,전라남도 여수시  ,축산정책팀 ,061-659-4429, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231406913_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231406913.jpg
전남-여수-2022-00354,고양이,러시안 블루,회색,미상,미상,온순함. 로드킬 혹은 낙상 추정 척추 및 골반 골절 의심.,2022-06-23,유기묘 보호,소호로 475-1,2022-06-23 ~ 2022-07-04 ,유기동물보호소 ,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터)  여수시 유기동물보호소 ",061-659-4429 ,전라남도 여수시  ,축산정책팀 ,061-659-4429, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231406568_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231406568.jpg
전남-목포-2022-00538,고양이,한국 고양이,검흰색,수컷,아니오,"기력쇠약,식욕부진,결막염,호흡기증세,7주령",2022-06-23,,돌산교회부근,2022-06-23 ~ 2022-07-04 ,목포시유기동물보호소 ,전라남도 무안군 삼향읍 석매길 36   ,010-9678-9966 ,전라남도 목포시  ,축산계 ,061-270-8693, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206232106513_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206232106513.jpg
전남-목포-2022-00537,고양이,한국 고양이,삼색,암컷,아니오,"두마리중 한마리는 자연사되어 발견됨,3주령",2022-06-23,,동아백조@부근,2022-06-23 ~ 2022-07-04 ,목포시유기동물보호소 ,전라남도 무안군 삼향읍 석매길 36   ,010-9678-9966 ,전라남도 목포시  ,축산계 ,061-270-8693, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206232106565_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206232106565.jpg
전남-목포-2022-00535,고양이,한국 고양이,검흰색,수컷,아니오,"교통사고,4주령",2022-06-23,,부영3차@부근,2022-06-23 ~ 2022-07-04 ,목포시유기동물보호소 ,전라남도 무안군 삼향읍 석매길 36   ,010-9678-9966 ,전라남도 목포시  ,축산계 ,061-270-8693, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206232106798_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206232106798.jpg
전남-목포-2022-00534,고양이,한국 고양이,삼색,암컷,아니오,"경계,야윔,식욕부진,푸른색변,토함,11주령",2022-06-23,,양동제일교회부근,2022-06-23 ~ 2022-07-04 ,목포시유기동물보호소 ,전라남도 무안군 삼향읍 석매길 36   ,010-9678-9966 ,전라남도 목포시  ,축산계 ,061-270-8693, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206232106975_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206232106975.jpg
전북-부안-2022-00356,고양이,한국 고양이,"검은색, 흰색",미상,아니오,몸집이 작고 목에 방울이 달려있음,2022-06-23,민원신고,부안읍 더조은약국 인근,2022-06-23 ~ 2022-07-08 ,부안군 동물보호센터 ,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터 ,063-580-4499 ,전라북도 부안군  ,부안군 ,063-580-4499, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231606227[1]_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231606227[1].jpg
전북-정읍-2022-00287,고양이,한국 고양이,검,미상,아니오,온순,2022-06-23,,산북2길 39,2022-06-23 ~ 2022-07-04 ,정읍시 동물보호소 ,전라북도 정읍시 2산단5길 37-1 (하북동)   ,063-535-6295 ,전라북도 정읍시  ,정읍시 ,063-539-6403, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231406234_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206231406234.jpg
